task,method,seed,result,metadata,command,support_condition,notes
white_bowl_orange_tabletop_phase2,support_v3_controller_rmsgap,12,outputs/e2_support_matched_diagnostic_t1_t4/white_bowl_orange_tabletop_phase2/support_v3_controller_rmsgap/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/white_bowl_orange_tabletop_phase2/support_v3_controller_rmsgap/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/white_bowl_orange_tabletop_phase2/support_v3_controller_rmsgap/seed_12/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
brown_bowl_lemon_phase2,direct_target_raw,10,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_10/command.txt,none,Raw direct target SD3 row; no support input.
brown_bowl_lemon_phase2,direct_target_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
brown_bowl_lemon_phase2,flowedit_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
brown_bowl_lemon_phase2,support_v3_controller_rmsgap,10,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
brown_bowl_lemon_phase2,direct_target_raw,11,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_11/command.txt,none,Raw direct target SD3 row; no support input.
brown_bowl_lemon_phase2,direct_target_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
brown_bowl_lemon_phase2,flowedit_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
brown_bowl_lemon_phase2,support_v3_controller_rmsgap,11,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_11/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
brown_bowl_lemon_phase2,direct_target_raw,12,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_raw/seed_12/command.txt,none,Raw direct target SD3 row; no support input.
brown_bowl_lemon_phase2,direct_target_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/direct_target_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
brown_bowl_lemon_phase2,flowedit_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/flowedit_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
brown_bowl_lemon_phase2,support_v3_controller_rmsgap,12,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_12/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
tshirt_star,direct_target_raw,10,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_10/command.txt,none,Raw direct target SD3 row; no support input.
tshirt_star,direct_target_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
tshirt_star,flowedit_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
tshirt_star,support_v3_controller_rmsgap,10,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_10/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
tshirt_star,direct_target_raw,11,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_11/command.txt,none,Raw direct target SD3 row; no support input.
tshirt_star,direct_target_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
tshirt_star,flowedit_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
tshirt_star,support_v3_controller_rmsgap,11,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_11/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
tshirt_star,direct_target_raw,12,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_raw/seed_12/command.txt,none,Raw direct target SD3 row; no support input.
tshirt_star,direct_target_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/direct_target_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
tshirt_star,flowedit_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/flowedit_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
tshirt_star,support_v3_controller_rmsgap,12,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tshirt_star/support_v3_controller_rmsgap/seed_12/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
mug_heart,direct_target_raw,10,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_10/command.txt,none,Raw direct target SD3 row; no support input.
mug_heart,direct_target_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
mug_heart,flowedit_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
mug_heart,support_v3_controller_rmsgap,10,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_10/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
mug_heart,direct_target_raw,11,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_11/command.txt,none,Raw direct target SD3 row; no support input.
mug_heart,direct_target_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
mug_heart,flowedit_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
mug_heart,support_v3_controller_rmsgap,11,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_11/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
mug_heart,direct_target_raw,12,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_raw/seed_12/command.txt,none,Raw direct target SD3 row; no support input.
mug_heart,direct_target_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/direct_target_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
mug_heart,flowedit_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/flowedit_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
mug_heart,support_v3_controller_rmsgap,12,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/mug_heart/support_v3_controller_rmsgap/seed_12/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
tote_leaf,direct_target_raw,10,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_10/command.txt,none,Raw direct target SD3 row; no support input.
tote_leaf,direct_target_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
tote_leaf,flowedit_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
tote_leaf,support_v3_controller_rmsgap,10,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_10/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
tote_leaf,direct_target_raw,11,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_11/command.txt,none,Raw direct target SD3 row; no support input.
tote_leaf,direct_target_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
tote_leaf,flowedit_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
tote_leaf,support_v3_controller_rmsgap,11,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_11/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
tote_leaf,direct_target_raw,12,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_raw/seed_12/command.txt,none,Raw direct target SD3 row; no support input.
tote_leaf,direct_target_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/direct_target_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
tote_leaf,flowedit_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/flowedit_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
tote_leaf,support_v3_controller_rmsgap,12,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/tote_leaf/support_v3_controller_rmsgap/seed_12/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
red_office_chair_to_blue_office_chair,direct_target_raw,10,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_10/command.txt,none,Raw direct target SD3 row; no support input.
red_office_chair_to_blue_office_chair,direct_target_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
red_office_chair_to_blue_office_chair,flowedit_mask_blend,10,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_10/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
red_office_chair_to_blue_office_chair,support_v3_controller_rmsgap,10,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_10/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_10/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_10/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
red_office_chair_to_blue_office_chair,direct_target_raw,11,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_11/command.txt,none,Raw direct target SD3 row; no support input.
red_office_chair_to_blue_office_chair,direct_target_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
red_office_chair_to_blue_office_chair,flowedit_mask_blend,11,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_11/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
red_office_chair_to_blue_office_chair,support_v3_controller_rmsgap,11,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_11/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_11/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_11/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
red_office_chair_to_blue_office_chair,direct_target_raw,12,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_raw/seed_12/command.txt,none,Raw direct target SD3 row; no support input.
red_office_chair_to_blue_office_chair,direct_target_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/direct_target_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * direct_target + (1-M_edit) * source.
red_office_chair_to_blue_office_chair,flowedit_mask_blend,12,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/flowedit_mask_blend/seed_12/command.txt,posthoc fixed binary edit mask blend,Diagnostic only: M_edit * FlowEdit + (1-M_edit) * source.
red_office_chair_to_blue_office_chair,support_v3_controller_rmsgap,12,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_12/result.png,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_12/metadata.json,outputs/e2_support_matched_diagnostic_t1_t4/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_12/command.txt,operation support plus clean-estimate feedback/projection,Full DeCE-RF row.
