task,seed,variant,display_name,role,mask_path,threshold_policy,complete,missing,support_iou,support_precision,support_recall,support_area_ratio,eval_area_ratio,downstream_method,outside_mask_l1,inside_mask_l1,source_ssim_luma,edit_score
brown_bowl_lemon_phase2,10,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.2657,0.3256,0.5909,0.0472,0.0260,,,,,
brown_bowl_lemon_phase2,10,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.2641,0.3228,0.5924,0.0478,0.0260,,,,,
brown_bowl_lemon_phase2,10,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.3801,0.3910,0.9318,0.0620,0.0260,,,,,
brown_bowl_lemon_phase2,10,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/brown_bowl_lemon_phase2/adaptive_full_generic_support/seed_10/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0422,0.0260,adaptive_full_generic_support,,,,
brown_bowl_lemon_phase2,10,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.3858,0.4927,0.6402,0.0338,0.0260,support_v3_controller_rmsgap,,,,
brown_bowl_lemon_phase2,11,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.3751,0.4500,0.6928,0.0401,0.0260,,,,,
brown_bowl_lemon_phase2,11,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.2657,0.3256,0.5909,0.0472,0.0260,,,,,
brown_bowl_lemon_phase2,11,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_11/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.2641,0.3228,0.5924,0.0478,0.0260,,,,,
brown_bowl_lemon_phase2,11,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.3801,0.3910,0.9318,0.0620,0.0260,,,,,
brown_bowl_lemon_phase2,11,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/brown_bowl_lemon_phase2/adaptive_full_generic_support/seed_11/masks/core_final.png,binary_midpoint,1,0,0.1598,0.2148,0.3841,0.0465,0.0260,adaptive_full_generic_support,,,,
brown_bowl_lemon_phase2,11,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.3858,0.4927,0.6402,0.0338,0.0260,support_v3_controller_rmsgap,,,,
brown_bowl_lemon_phase2,12,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.3751,0.4500,0.6928,0.0401,0.0260,,,,,
brown_bowl_lemon_phase2,12,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.2657,0.3256,0.5909,0.0472,0.0260,,,,,
brown_bowl_lemon_phase2,12,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_12/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.2641,0.3228,0.5924,0.0478,0.0260,,,,,
brown_bowl_lemon_phase2,12,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.3801,0.3910,0.9318,0.0620,0.0260,,,,,
brown_bowl_lemon_phase2,12,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/brown_bowl_lemon_phase2/adaptive_full_generic_support/seed_12/masks/core_final.png,binary_midpoint,1,0,0.1598,0.2148,0.3841,0.0465,0.0260,adaptive_full_generic_support,,,,
brown_bowl_lemon_phase2,12,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/brown_bowl_lemon_phase2/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.3858,0.4927,0.6402,0.0338,0.0260,support_v3_controller_rmsgap,,,,
tshirt_star,10,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0471,0.0453,,,,,
tshirt_star,10,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0472,0.0453,,,,,
tshirt_star,10,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_10/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0478,0.0453,,,,,
tshirt_star,10,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_10/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.1351,0.1351,1.0000,0.3353,0.0453,,,,,
tshirt_star,10,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/tshirt_star/adaptive_full_generic_support/seed_10/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0377,0.0453,adaptive_full_generic_support,0.02861091122031212,0.01041508000344038,0.8646290131875007,-0.00875827670097351
tshirt_star,10,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6308,0.7538,0.7945,0.0477,0.0453,support_v3_controller_rmsgap,0.01761714741587639,0.08201836794614792,0.8780248400556037,0.07979436218738556
tshirt_star,11,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0468,0.0453,,,,,
tshirt_star,11,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0466,0.0453,,,,,
tshirt_star,11,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_11/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0466,0.0453,,,,,
tshirt_star,11,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_11/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.1351,0.1351,1.0000,0.3353,0.0453,,,,,
tshirt_star,11,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/tshirt_star/adaptive_full_generic_support/seed_11/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0377,0.0453,adaptive_full_generic_support,0.02865559048950672,0.010428092442452908,0.8648298191698854,-0.009301185607910156
tshirt_star,11,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6508,0.6581,0.9832,0.0677,0.0453,support_v3_controller_rmsgap,0.017628967761993408,0.08263369649648666,0.8779931677671408,0.07978008687496185
tshirt_star,12,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0468,0.0453,,,,,
tshirt_star,12,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0466,0.0453,,,,,
tshirt_star,12,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_12/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0466,0.0453,,,,,
tshirt_star,12,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_12/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.1351,0.1351,1.0000,0.3353,0.0453,,,,,
tshirt_star,12,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/tshirt_star/adaptive_full_generic_support/seed_12/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0377,0.0453,adaptive_full_generic_support,0.028623338788747787,0.010422700084745884,0.8649048294039616,-0.009566068649291992
tshirt_star,12,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/tshirt_star/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6508,0.6581,0.9832,0.0677,0.0453,support_v3_controller_rmsgap,0.017625536769628525,0.08252936601638794,0.8780141506663812,0.07994265854358673
mug_heart,10,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0457,0.0252,,,,,
mug_heart,10,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0487,0.0252,,,,,
mug_heart,10,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0486,0.0252,,,,,
mug_heart,10,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.1232,0.1232,1.0000,0.2042,0.0252,,,,,
mug_heart,10,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/mug_heart/adaptive_full_generic_support/seed_10/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0568,0.0252,adaptive_full_generic_support,,,,
mug_heart,10,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.4980,0.6618,0.6679,0.0254,0.0252,support_v3_controller_rmsgap,,,,
mug_heart,11,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0458,0.0252,,,,,
mug_heart,11,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0482,0.0252,,,,,
mug_heart,11,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_11/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0483,0.0252,,,,,
mug_heart,11,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_11/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.1232,0.1232,1.0000,0.2042,0.0252,,,,,
mug_heart,11,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/mug_heart/adaptive_full_generic_support/seed_11/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0568,0.0252,adaptive_full_generic_support,,,,
mug_heart,11,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6600,0.6730,0.9715,0.0363,0.0252,support_v3_controller_rmsgap,,,,
mug_heart,12,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0458,0.0252,,,,,
mug_heart,12,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0482,0.0252,,,,,
mug_heart,12,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_12/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0483,0.0252,,,,,
mug_heart,12,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_12/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.1232,0.1232,1.0000,0.2042,0.0252,,,,,
mug_heart,12,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/mug_heart/adaptive_full_generic_support/seed_12/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0568,0.0252,adaptive_full_generic_support,,,,
mug_heart,12,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/mug_heart/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6600,0.6730,0.9715,0.0363,0.0252,support_v3_controller_rmsgap,,,,
tote_leaf,10,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0466,0.0591,,,,,
tote_leaf,10,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.1445,0.2842,0.2272,0.0473,0.0591,,,,,
tote_leaf,10,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_10/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.1445,0.2843,0.2272,0.0472,0.0591,,,,,
tote_leaf,10,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_10/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.2519,0.2717,0.7761,0.1688,0.0591,,,,,
tote_leaf,10,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/tote_leaf/adaptive_full_generic_support/seed_10/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.1132,0.0591,adaptive_full_generic_support,,,,
tote_leaf,10,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6375,0.6854,0.9012,0.0777,0.0591,support_v3_controller_rmsgap,,,,
tote_leaf,11,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0466,0.0591,,,,,
tote_leaf,11,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.1445,0.2842,0.2272,0.0473,0.0591,,,,,
tote_leaf,11,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_11/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.1445,0.2843,0.2272,0.0472,0.0591,,,,,
tote_leaf,11,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_11/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.2519,0.2717,0.7761,0.1688,0.0591,,,,,
tote_leaf,11,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/tote_leaf/adaptive_full_generic_support/seed_11/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0981,0.0591,adaptive_full_generic_support,,,,
tote_leaf,11,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6375,0.6854,0.9012,0.0777,0.0591,support_v3_controller_rmsgap,,,,
tote_leaf,12,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0000,0.0000,0.0000,0.0466,0.0591,,,,,
tote_leaf,12,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.1445,0.2842,0.2272,0.0473,0.0591,,,,,
tote_leaf,12,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_12/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.1445,0.2843,0.2272,0.0472,0.0591,,,,,
tote_leaf,12,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_12/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.2519,0.2717,0.7761,0.1688,0.0591,,,,,
tote_leaf,12,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/tote_leaf/adaptive_full_generic_support/seed_12/masks/core_final.png,binary_midpoint,1,0,0.0000,0.0000,0.0000,0.0981,0.0591,adaptive_full_generic_support,,,,
tote_leaf,12,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/tote_leaf/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6375,0.6854,0.9012,0.0777,0.0591,support_v3_controller_rmsgap,,,,
red_office_chair_to_blue_office_chair,10,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0006,0.0015,0.0009,0.0447,0.0746,,,,,
red_office_chair_to_blue_office_chair,10,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0387,0.0952,0.0611,0.0479,0.0746,,,,,
red_office_chair_to_blue_office_chair,10,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_10/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0395,0.0961,0.0627,0.0487,0.0746,,,,,
red_office_chair_to_blue_office_chair,10,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_10/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6480,0.6622,0.9680,0.1090,0.0746,,,,,
red_office_chair_to_blue_office_chair,10,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/adaptive_full_generic_support/seed_10/masks/core_final.png,binary_midpoint,1,0,0.5719,0.7402,0.7155,0.0721,0.0746,adaptive_full_generic_support,,,,
red_office_chair_to_blue_office_chair,10,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6500,0.6755,0.9452,0.1043,0.0746,support_v3_controller_rmsgap,,,,
red_office_chair_to_blue_office_chair,11,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0006,0.0015,0.0009,0.0447,0.0746,,,,,
red_office_chair_to_blue_office_chair,11,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_11/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0387,0.0952,0.0611,0.0479,0.0746,,,,,
red_office_chair_to_blue_office_chair,11,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_11/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0395,0.0961,0.0627,0.0487,0.0746,,,,,
red_office_chair_to_blue_office_chair,11,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_11/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6480,0.6622,0.9680,0.1090,0.0746,,,,,
red_office_chair_to_blue_office_chair,11,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/adaptive_full_generic_support/seed_11/masks/core_final.png,binary_midpoint,1,0,0.5719,0.7402,0.7155,0.0721,0.0746,adaptive_full_generic_support,,,,
red_office_chair_to_blue_office_chair,11,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_11/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6500,0.6755,0.9452,0.1043,0.0746,support_v3_controller_rmsgap,,,,
red_office_chair_to_blue_office_chair,12,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0006,0.0015,0.0009,0.0447,0.0746,,,,,
red_office_chair_to_blue_office_chair,12,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_12/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0387,0.0952,0.0611,0.0479,0.0746,,,,,
red_office_chair_to_blue_office_chair,12,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_12/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0395,0.0961,0.0627,0.0487,0.0746,,,,,
red_office_chair_to_blue_office_chair,12,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_12/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6480,0.6622,0.9680,0.1090,0.0746,,,,,
red_office_chair_to_blue_office_chair,12,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/adaptive_full_generic_support/seed_12/masks/core_final.png,binary_midpoint,1,0,0.5719,0.7402,0.7155,0.0721,0.0746,adaptive_full_generic_support,,,,
red_office_chair_to_blue_office_chair,12,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/red_office_chair_to_blue_office_chair/support_v3_controller_rmsgap/seed_12/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6500,0.6755,0.9452,0.1043,0.0746,support_v3_controller_rmsgap,,,,
green_mug_orange_phase2,10,attention_only,Attention only,semantic localization only,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_attention_only.png,top_5_percent_nonzero,1,0,0.0708,0.1127,0.1602,0.0464,0.0326,,,,,
green_mug_orange_phase2,10,clean_disagreement,Clean disagreement,source-target clean-estimate gap,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_candidate_clean_disagreement_only.png,top_5_percent_nonzero,1,0,0.0485,0.0795,0.1104,0.0453,0.0326,,,,,
green_mug_orange_phase2,10,velocity_disagreement,Velocity disagreement,RF response without relation prior,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/masks/generic_velocity_disagreement_map.png,top_5_percent_nonzero,1,0,0.0491,0.0798,0.1129,0.0462,0.0326,,,,,
green_mug_orange_phase2,10,grounding_sam,Grounding/SAM,external segmentation only,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_grounding_mask.png,binary_midpoint,1,0,0.6239,0.6258,0.9952,0.0519,0.0326,,,,,
green_mug_orange_phase2,10,generic_support,Generic support,weak automatic support,outputs/pretty_matrix/green_mug_orange_phase2/adaptive_full_generic_support/seed_10/masks/core_final.png,binary_midpoint,1,0,0.7112,0.8688,0.7969,0.0299,0.0326,adaptive_full_generic_support,,,,
green_mug_orange_phase2,10,operation_conditioned_support,Operation support,operation-conditioned geometry estimator,outputs/pretty_matrix/green_mug_orange_phase2/support_v3_controller_rmsgap/seed_10/masks/operation_v3_edit_mask.png,binary_midpoint,1,0,0.6785,0.6871,0.9819,0.0466,0.0326,support_v3_controller_rmsgap,,,,
