baseline,family,task,seed,status,source_image,source_prompt,target_prompt,editing_instruction,result_image,metadata,command,control_interface,mask_input_to_editor,eval_mask,backbone,runner,config_id,failure_reason,notes
rf_solver_edit,rf_flow,tshirt_star,10,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_10/result.png,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_10/metadata.json,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
rf_solver_edit,rf_flow,tshirt_star,11,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_11/result.png,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_11/metadata.json,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
rf_solver_edit,rf_flow,tshirt_star,12,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_12/result.png,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_12/metadata.json,outputs/external_baselines/tshirt_star/rf_solver_edit/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
rf_solver_edit,rf_flow,backpack_remove_toy_charm,10,pending,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",remove the yellow dangling toy charm while preserving the backpack,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_10/result.png,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_10/metadata.json,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
rf_solver_edit,rf_flow,backpack_remove_toy_charm,11,pending,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",remove the yellow dangling toy charm while preserving the backpack,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_11/result.png,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_11/metadata.json,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
rf_solver_edit,rf_flow,backpack_remove_toy_charm,12,pending,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",remove the yellow dangling toy charm while preserving the backpack,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_12/result.png,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_12/metadata.json,outputs/external_baselines/backpack_remove_toy_charm/rf_solver_edit/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
rf_solver_edit,rf_flow,red_chair_blue,10,pending,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",change only the chair fabric from red to deep blue,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_10/result.png,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_10/metadata.json,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/red_chair_blue_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
rf_solver_edit,rf_flow,red_chair_blue,11,pending,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",change only the chair fabric from red to deep blue,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_11/result.png,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_11/metadata.json,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/red_chair_blue_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
rf_solver_edit,rf_flow,red_chair_blue,12,pending,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",change only the chair fabric from red to deep blue,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_12/result.png,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_12/metadata.json,outputs/external_baselines/red_chair_blue/rf_solver_edit/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/red_chair_blue_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,cat_crown,10,pending,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",add a small golden crown on the cat's head,outputs/external_baselines/cat_crown/reflex/seed_10/result.png,outputs/external_baselines/cat_crown/reflex/seed_10/metadata.json,outputs/external_baselines/cat_crown/reflex/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,cat_crown,11,pending,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",add a small golden crown on the cat's head,outputs/external_baselines/cat_crown/reflex/seed_11/result.png,outputs/external_baselines/cat_crown/reflex/seed_11/metadata.json,outputs/external_baselines/cat_crown/reflex/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,cat_crown,12,pending,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",add a small golden crown on the cat's head,outputs/external_baselines/cat_crown/reflex/seed_12/result.png,outputs/external_baselines/cat_crown/reflex/seed_12/metadata.json,outputs/external_baselines/cat_crown/reflex/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,dog_sunglasses,10,pending,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,add black sunglasses on the dog's eyes,outputs/external_baselines/dog_sunglasses/reflex/seed_10/result.png,outputs/external_baselines/dog_sunglasses/reflex/seed_10/metadata.json,outputs/external_baselines/dog_sunglasses/reflex/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,dog_sunglasses,11,pending,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,add black sunglasses on the dog's eyes,outputs/external_baselines/dog_sunglasses/reflex/seed_11/result.png,outputs/external_baselines/dog_sunglasses/reflex/seed_11/metadata.json,outputs/external_baselines/dog_sunglasses/reflex/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,dog_sunglasses,12,pending,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,add black sunglasses on the dog's eyes,outputs/external_baselines/dog_sunglasses/reflex/seed_12/result.png,outputs/external_baselines/dog_sunglasses/reflex/seed_12/metadata.json,outputs/external_baselines/dog_sunglasses/reflex/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,mug_heart,10,pending,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",add a small red heart printed on the front of the mug,outputs/external_baselines/mug_heart/reflex/seed_10/result.png,outputs/external_baselines/mug_heart/reflex/seed_10/metadata.json,outputs/external_baselines/mug_heart/reflex/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,mug_heart,11,pending,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",add a small red heart printed on the front of the mug,outputs/external_baselines/mug_heart/reflex/seed_11/result.png,outputs/external_baselines/mug_heart/reflex/seed_11/metadata.json,outputs/external_baselines/mug_heart/reflex/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,mug_heart,12,pending,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",add a small red heart printed on the front of the mug,outputs/external_baselines/mug_heart/reflex/seed_12/result.png,outputs/external_baselines/mug_heart/reflex/seed_12/metadata.json,outputs/external_baselines/mug_heart/reflex/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,tshirt_star,10,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/reflex/seed_10/result.png,outputs/external_baselines/tshirt_star/reflex/seed_10/metadata.json,outputs/external_baselines/tshirt_star/reflex/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,tshirt_star,11,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/reflex/seed_11/result.png,outputs/external_baselines/tshirt_star/reflex/seed_11/metadata.json,outputs/external_baselines/tshirt_star/reflex/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,tshirt_star,12,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/reflex/seed_12/result.png,outputs/external_baselines/tshirt_star/reflex/seed_12/metadata.json,outputs/external_baselines/tshirt_star/reflex/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,backpack_remove_toy_charm,10,pending,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",remove the yellow dangling toy charm while preserving the backpack,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_10/result.png,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_10/metadata.json,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,backpack_remove_toy_charm,11,pending,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",remove the yellow dangling toy charm while preserving the backpack,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_11/result.png,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_11/metadata.json,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,backpack_remove_toy_charm,12,pending,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",remove the yellow dangling toy charm while preserving the backpack,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_12/result.png,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_12/metadata.json,outputs/external_baselines/backpack_remove_toy_charm/reflex/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,red_chair_blue,10,pending,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",change only the chair fabric from red to deep blue,outputs/external_baselines/red_chair_blue/reflex/seed_10/result.png,outputs/external_baselines/red_chair_blue/reflex/seed_10/metadata.json,outputs/external_baselines/red_chair_blue/reflex/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/red_chair_blue_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,red_chair_blue,11,pending,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",change only the chair fabric from red to deep blue,outputs/external_baselines/red_chair_blue/reflex/seed_11/result.png,outputs/external_baselines/red_chair_blue/reflex/seed_11/metadata.json,outputs/external_baselines/red_chair_blue/reflex/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/red_chair_blue_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
reflex,rf_flow,red_chair_blue,12,pending,data/pretty_free_candidates/pexels_red_armchair_room_6758347.jpg,A photo of a red armless rounded upholstered chair in a stylish room.,"A photo of the same armless rounded upholstered chair in the same stylish room, with only the fabric color changed to deep blue, no armrests added.",change only the chair fabric from red to deep blue,outputs/external_baselines/red_chair_blue/reflex/seed_12/result.png,outputs/external_baselines/red_chair_blue/reflex/seed_12/metadata.json,outputs/external_baselines/red_chair_blue/reflex/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/red_chair_blue_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,cat_crown,10,pending,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",add a small golden crown on the cat's head,outputs/external_baselines/cat_crown/flowalign/seed_10/result.png,outputs/external_baselines/cat_crown/flowalign/seed_10/metadata.json,outputs/external_baselines/cat_crown/flowalign/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,cat_crown,11,pending,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",add a small golden crown on the cat's head,outputs/external_baselines/cat_crown/flowalign/seed_11/result.png,outputs/external_baselines/cat_crown/flowalign/seed_11/metadata.json,outputs/external_baselines/cat_crown/flowalign/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,cat_crown,12,pending,data/paper_images/cat_sitting_in_grass.jpg,A photo of a cat sitting in grass.,"A photo of the same cat sitting in the same grass, wearing a small golden crown on its head.",add a small golden crown on the cat's head,outputs/external_baselines/cat_crown/flowalign/seed_12/result.png,outputs/external_baselines/cat_crown/flowalign/seed_12/metadata.json,outputs/external_baselines/cat_crown/flowalign/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/cat_crown_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,dog_sunglasses,10,pending,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,add black sunglasses on the dog's eyes,outputs/external_baselines/dog_sunglasses/flowalign/seed_10/result.png,outputs/external_baselines/dog_sunglasses/flowalign/seed_10/metadata.json,outputs/external_baselines/dog_sunglasses/flowalign/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,dog_sunglasses,11,pending,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,add black sunglasses on the dog's eyes,outputs/external_baselines/dog_sunglasses/flowalign/seed_11/result.png,outputs/external_baselines/dog_sunglasses/flowalign/seed_11/metadata.json,outputs/external_baselines/dog_sunglasses/flowalign/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,dog_sunglasses,12,pending,data/pretty_free_candidates/unsplash_dog_front_malinois_PGlA5efHOiI.jpg,A front-facing portrait of a dog in snow.,A front-facing portrait of the same dog wearing black sunglasses in snow.,add black sunglasses on the dog's eyes,outputs/external_baselines/dog_sunglasses/flowalign/seed_12/result.png,outputs/external_baselines/dog_sunglasses/flowalign/seed_12/metadata.json,outputs/external_baselines/dog_sunglasses/flowalign/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/dog_sunglasses_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,mug_heart,10,pending,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",add a small red heart printed on the front of the mug,outputs/external_baselines/mug_heart/flowalign/seed_10/result.png,outputs/external_baselines/mug_heart/flowalign/seed_10/metadata.json,outputs/external_baselines/mug_heart/flowalign/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,mug_heart,11,pending,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",add a small red heart printed on the front of the mug,outputs/external_baselines/mug_heart/flowalign/seed_11/result.png,outputs/external_baselines/mug_heart/flowalign/seed_11/metadata.json,outputs/external_baselines/mug_heart/flowalign/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,mug_heart,12,pending,data/pretty_free_candidates/pexels_white_mug_6312107.jpg,A minimalist photo of a plain white ceramic mug on a grey background.,"A minimalist photo of the same white ceramic mug with a small red heart printed on the front, on the same grey background.",add a small red heart printed on the front of the mug,outputs/external_baselines/mug_heart/flowalign/seed_12/result.png,outputs/external_baselines/mug_heart/flowalign/seed_12/metadata.json,outputs/external_baselines/mug_heart/flowalign/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/mug_heart_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,tshirt_star,10,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/flowalign/seed_10/result.png,outputs/external_baselines/tshirt_star/flowalign/seed_10/metadata.json,outputs/external_baselines/tshirt_star/flowalign/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,tshirt_star,11,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/flowalign/seed_11/result.png,outputs/external_baselines/tshirt_star/flowalign/seed_11/metadata.json,outputs/external_baselines/tshirt_star/flowalign/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,tshirt_star,12,pending,data/pretty_free_candidates/pexels_person_white_tshirt_blue_jeans_8217483.jpg,"A close-up fashion photo of a person wearing a plain white t-shirt and blue jeans, with natural fabric folds and soft studio lighting.","The same person wearing the same white t-shirt and blue jeans, with a clearly visible medium-sized bright red star printed on the center chest, while preserving the fabric folds, shadows, jeans, pose, and background.",add a bright red star printed on the center of the t-shirt,outputs/external_baselines/tshirt_star/flowalign/seed_12/result.png,outputs/external_baselines/tshirt_star/flowalign/seed_12/metadata.json,outputs/external_baselines/tshirt_star/flowalign/seed_12/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/tshirt_star_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,backpack_remove_toy_charm,10,pending,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",remove the yellow dangling toy charm while preserving the backpack,outputs/external_baselines/backpack_remove_toy_charm/flowalign/seed_10/result.png,outputs/external_baselines/backpack_remove_toy_charm/flowalign/seed_10/metadata.json,outputs/external_baselines/backpack_remove_toy_charm/flowalign/seed_10/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
flowalign,rf_flow,backpack_remove_toy_charm,11,pending,data/pretty_free_candidates/unsplash_backpack_keychain_njwnKDUDKNM.jpg,A close-up photo of a grey backpack with a yellow dangling toy charm attached to a pink keychain strap.,"A close-up photo of the same grey backpack with the yellow dangling toy charm removed, pink strap, zipper, and fabric preserved.",remove the yellow dangling toy charm while preserving the backpack,outputs/external_baselines/backpack_remove_toy_charm/flowalign/seed_11/result.png,outputs/external_baselines/backpack_remove_toy_charm/flowalign/seed_11/metadata.json,outputs/external_baselines/backpack_remove_toy_charm/flowalign/seed_11/command.txt,text_inversion,none,experiments/support_v3_2026-05-11/eval_masks/backpack_remove_toy_charm_eval_mask.png,,,core6_complete_baseline_protocol_20260601,environment/adapter not validated on current server,
